office,won,votes
President,trump-d,undefined}
U.S. House,scalise-s,undefined}
U.S. House,carter-t,undefined}
U.S. House,higgins-c,undefined}
U.S. House,johnson-m,undefined}
U.S. House,letlow-j,undefined}
U.S. House,fields-c,undefined}
Amendment,yes,undefined}
Public Service Commission,coussan-j,undefined}
