office,won,votes
President,trump-d,undefined}
U.S. Senate,wicker-r,undefined}
U.S. House,kelly-t,undefined}
U.S. House,thompson-b,undefined}
U.S. House,guest-m,undefined}
U.S. House,ezell-m,undefined}
Appeals Court,westbrooks-l,undefined}
Appeals Court,wilson-j,undefined}
Appeals Court,,undefined}
Supreme Court,,undefined}
Supreme Court,sullivan-d,undefined}
Supreme Court,chamberlin-b,undefined}
Supreme Court,maxwell-j,undefined}
